Queen Arrow,You defer to her authority and follow.,,0,77,1,0,0,1,61,0
Zeitgeist,"An overwhelming feeling of influence washes over you, and you go along with it.",,0,90,3,0,0,1,,
Talking Guidance Star,Talking Guidance Star reminds you to share with a friend or a neighbour what they've discovered. Tell them right now!,,0,96,1,0,0,1,53,0
Q,Questions and quandaries plague your mind. Ask a friend or neighbour for advice on what they’ve found.,,0,73,4,0,0,1,,
Caution! Sharp Cutter,Stay clear!,,0,44,3,0,0,1,50,3
Caution! Talking Skull,Gotta watch out for these!,,0,13,4,0,0,1,51,3
Caution! Talking Pig,A common warning.,,0,28,4,0,0,0,,
Caution! Crying,Tread lightly.,,0,33,0,0,0,0,,
Cloud Blows,What might have felt like a howling gale in the past is now just a pleasant breeze.,,0,46,4,0,0,1,8,2
Outraged Dr. Love,He's got too much on his mind today to share the love.,,0,51,3,0,0,1,58,4
Ecstatic Dr. Love,"He's in a pleasant mood, and love is forthcoming.",,0,47,3,0,0,0,,
Annoyed Dr. Love,He's not showing the love right now.,,0,50,0,0,0,1,57,4
Happy Dr. Love,Today's a good day for spreading the love around!,,0,54,0,0,0,0,,
Donnie's Magic Shoe,Snazzy!,,0,10,1,0,0,0,,
Retired Busybody,Has nothing better to do than poke his nose in your business.,,0,10,0,0,0,1,28,3
July Snowfall,Nice day to build snowmen at the beach!,,0,25,4,0,0,1,37,0
Perfect Lawn,"The world may be a mess, but this square of grass is a slice of heaven. Now don't walk on it.",,0,52,0,0,0,1,,
Raining Change,"You've been waiting for a change in the weather, but this is loony.",,0,33,4,0,0,1,38,1
Girlfriend Ghost,You are haunted by relationships past.,,3,30,2,0,0,1,9,1
Banana,Your breakfast somehow makes you more cheerful than usual.,,2,62,3,0,0,0,,
Angry Vending Machine,Don't count on getting a snack today. This machine snacks on your coins instead.,,2,91,0,0,0,1,19,2
Beholder,All eyes on you.,,5,97,0,0,0,0,,
Toxic Fern,Don't touch it. Don't even go near it.,,1,68,4,0,0,1,7,2
Ugly Sweater,"It hurts your eyes to look at, and hurts your pride to wear it.",,1,45,4,0,0,1,,
Scottish Stop Sign,Stop and enjoy the scenery a moment. Now away with ye!,,1,43,4,0,0,0,,
Gaping Chasm,"The sign said ""Keep off the grass."" You wish you'd paid attention.",,3,89,2,0,0,1,22,1
Hypno-Flag,"You stand at attention, and when told to march, you march.",,3,94,2,0,0,1,55,2
Bad Blood,It definitely shouldn't be that colour.,,2,86,3,0,0,1,30,0
Liquid Hole,The floor seems somehow more menacing than it did yesterday.,,3,6,2,0,0,1,36,4
Cooties,Eeeew!,,1,77,4,0,0,0,,
Evil Mastermind,"Battle this foe in complete darkness, or be cast out of his domain.",,5,58,0,0,0,1,43,0
Glitter Vision,You are blinded by the light!,,4,67,1,0,0,1,54,0
Thumbs Up,You're feeling great!,,1,20,4,0,0,1,22,2
Sideways Stalactites,Watch where you're going!,,4,56,4,0,0,1,23,3
Handelabra,,,0,6,1,0,0,0,,
Reach for the Stars,You're up in the clouds. You're so close.,,5,23,0,0,0,1,33,0
Lizard President,You're thinking you should've voted for the vampire.,,3,34,2,0,0,0,,
Vampire President,Maybe we would have been better off with the lizard.,,2,33,2,0,0,0,,
Uppercut,Act quickly if you want to dodge this savage blow.,,3,21,2,0,0,1,,
Poppin' Wheelie,Some young hooligans are tearing through your neighbourhood.,,0,70,3,0,0,1,,
Imagination Land,A breeze and sunshine are coming through the window. Your mind drifts away from your work.,,4,64,1,0,0,1,3,2
Melting Eyeball,"You find yourself staring at a screen at 5 AM, and this is how you feel.",,0,55,4,0,0,0,,
Pyramids,"Discover ancient secrets, and travel through forgotten passages.",,5,2,0,0,1,1,,
Power Tower,Access granted only for those with enough... power.,,3,64,2,0,0,1,56,3
Refraction Waves,"The colours of the world change around you, and you find yourself elsewhere.",,4,35,1,0,0,1,52,3
Still Life with Fruit,Absolute stillness makes a startling contrast to your racing thoughts.,,0,4,0,0,0,0,,
Cube Farm,Hey you over there! Head down and get back to work!,,1,49,4,0,0,1,32,2
World of Wires,Nice new electronic device you've got there! Hooking it up might take a while.,,2,15,3,0,0,1,17,3
Hypnotic Screensaver,"You spend more time than you should staring at this, but it gives your mind some time to focus.",,2,52,3,0,0,1,21,0
All-Seeing Orb,"You briefly gain the power of far sight, and learn many strange things.",,5,79,0,0,0,1,35,0
Ghost Ship,"The full moon glints off of the waves, and a misty vessel seems to appear in the distance.",,5,64,0,0,0,1,38,4
Sailing Ship,"You pay your passage downriver, and enjoy a relaxing voyage.",,3,1,0,0,0,0,,
Ruby Spaceship,"Ever since the night that otherworldly light shone on you from the sky, you've been feeling fortunate.",,4,43,1,0,0,0,,
Little Brown Jug,"You won't feel good tomorrow, but you sure feel great right now!",,2,78,3,0,0,0,,
Lemon Eye Drops,You probably should have thought twice before grabbing these off the shelf.,,2,68,3,0,0,1,22,3
Hypercube,"A glimpse into the fourth dimension leaves you confused, but fascinated.",,4,18,2,0,0,1,20,4
Angry Mob,"The people are taking to the streets. Are you one of them, or are you just in their way?",,3,92,2,0,0,1,58,0
Tetris Crisis,This isn't looking good.,,2,95,0,0,0,0,,
Car Crash,It’ll take guts to drive a road like this.,,3,84,1,0,0,1,27,1
Terrible Remix,Could be hazardous to your composure.,,1,66,4,0,0,1,27,2
Possible Existence Failure,"It could be around any corner, but usually the warning signs are there.",,0,7,0,0,0,1,27,3
Family Shield,Your history teaches you ways to fight the battles ahead.,,3,29,2,0,0,1,11,3
Fist Bump,"You're not sure if that's handshake, a fist bump, or a high five coming your way. Think fast!",,2,61,3,0,0,1,2,0
Wheel of Choices,Suddenly you have so many options.,,3,,,0,0,1,,
Daytime Sugar Skull,"You think back fondly of people you've lost, and feel happy to be alive.",,0,85,1,0,0,1,45,4
Nighttime Sugar Skull,"You think back fondly of people you've lost, and celebrate life while you have it.",,0,5,4,0,0,1,46,4
Ice Floe Hut,Your species rules the world because of its limitless adaptability.,,0,29,1,0,0,0,,
Beardcicle,The cold weather transforms your face into an ice sculpture.,,1,2,4,0,0,1,54,1
Burning Bridge,Just keep moving forward and don't look back.,,4,66,1,0,0,0,,
Sunrise Castle,You find a calm place near the edge of the sky.,,5,5,0,0,0,1,22,0
Text Adventure,Games weren't always so flashy and bright. You make fun with what you have.,,0,67,0,0,0,0,,
Money Suit,Makes you feel like a million bucks! (Mud Wave afterward),,5,13,0,0,0,1,38,0
Five-Sided Cube,,,0,,,0,0,1,26,2
Natural 20,You score a critical hit in battle! (all monsters within 2 squares' movement),,3,22,2,0,0,0,,
Helvetica,"When in doubt, it's a solid choice.",,2,17,2,0,0,1,,
Impossible Triangle,The angles... they are not real!,,5,44,0,0,0,1,41,1
Spiked Punch,,,0,,,0,0,1,30,1
Inner Demon,,,0,12,0,0,0,1,23,1
Waveform Friend,,,0,81,2,0,0,1,23,4
Go! (1/5),,,5,0,0,0,0,0,,
Go! (2/5),,,4,0,1,0,0,1,1,2
Go! (3/5),,,3,0,2,0,0,1,,
Go! (4/5),,,2,0,3,0,0,1,39,1
Go! (5/5),,,1,0,4,0,0,1,,
Fin! (1/5),,,5,99,0,0,0,0,,
Fin! (2/5),,,4,99,1,0,0,1,,
Fin! (3/5),,,3,99,2,0,0,1,,
Fin! (4/5),,,3,99,3,0,0,1,,
Fin! (5/5),,,1,99,4,0,0,1,,
Blood Storm,The world seems determined to sap all your strength.,,3,24,2,0,0,0,,
Brain Storm,"You can survive any kind of weather the world throws at you, if you use your head.",,3,14,2,0,0,0,,
Electrical Storm,"For an instant, the pressure drops, and you feel a crackling energy coursing through the air. ",,0,19,3,0,0,1,46,0
Slime Storm,It's a little sticky out today. You don't think you'll make it far.,,2,77,3,0,0,1,41,0
Storm Clouds,"The sky is an evil colour today. Wherever you're going, go quickly!",,1,,,0,0,1,,
Purple Lightning,For a moment the sky and the earth are connected.,,0,28,0,0,0,1,42,0
Tornado,It rips a path straight through everything. Quickly leap out of the way!,,3,23,2,0,0,1,42,2
Hurricane,"Swirling winds scatter everything around the landscape, including you.",,3,86,2,0,0,1,18,1
Blood Wave,"This wave is cheerfully coloured, but a painful ride.",,4,59,0,0,0,1,51,2
Mud Wave,"A tsunami of muddy water, all over your nice new clothes!",,5,14,0,0,0,1,39,0
Shit Storm,You probably shouldn't have left the house today.,,4,11,1,0,0,1,23,0
Little Fluffy Clouds,The sunrise is invigorating. Or is that a sunset?,,4,74,1,0,0,0,,
Forest Fire,You definitely can't go this way.,,3,87,1,0,0,1,51,1
Volcano,The fiery pressure inside has finally broken loose. Run as fast as you can!,,5,60,0,0,0,0,,
Monochrome Rainbow,It seems a little less impressive than most rainbows.,,1,42,4,0,0,0,,
Insomnia,The strangest things happen to you when you can't sleep. (sometime before Recurring Nightmare),,3,7,1,0,0,1,41,4
A Good Night's Sleep,A great cure for so many ills.,,3,98,3,0,0,1,40,4
Synaesthesia,Taste the rainbow.,,5,56,0,0,0,1,34,1
Heartburn,"Is that passion you are feeling, or is it stomach acid?",,1,39,4,0,0,1,15,0
Mysterious Silence,This would be relaxing if it wasn't so ominous.,,5,37,0,0,0,1,21,3
Recurring Nightmare,"It appears every night, leaving you wishing you still had insomnia!",,4,12,1,0,0,1,36,3
Coma,Everything goes black...,,4,39,1,0,0,1,55,0
Wake Up in the Hospital,...and suddenly everything is blinding white.,,4,49,1,0,0,1,56,0
Dr. Spectre,"During a feverish illness, you seem to remember a shadowy figure tending to you.",,4,38,1,0,0,1,,
Uncontained Virus,Your fever is rising. The chills are taking hold.,,4,37,1,0,0,1,31,2
Oops,"We had a little accident, but it's not like it's the end of thFWOOOOOSHH!!!!!",,5,98,1,0,0,0,,
Gibbous Moon,"Another month passes, and you pause for reflection.",,3,97,2,0,0,1,9,0
Double Earth,"You take comfort in the fact that no matter what happens here, you have a chance to start over somewhere else.",,3,1,2,0,0,0,,
Exit Planet Earth,You embark on a great adventure from which you might not return.,,5,95,1,0,0,1,50,0
Bleeding Moon,"You've never really believed in signs from the heavens, but this is undeniably portentous.",,4,55,1,0,0,1,45,0
Space Station,"Advanced technology and a great view, what more could you ask for?",,5,98,0,0,0,1,49,0
UFO,You are visited by an unearthly presence. They leave you with gifts and knowledge.,,5,34,0,0,0,0,,
Alien Abduction,"A strange glow suffuses you, and you feel an upward pull.",,4,34,1,0,0,0,,
Rubik's Hypercube,This coloured shape boggles your mind.,,3,65,2,0,0,0,,
Rubik's Tesseract,This multicoloured object baffles you. ,,3,67,2,0,0,0,,
Rubik's Spiral,This multidimensional polyhedron leaves you disoriented. ,,3,69,2,0,0,0,,
Rubik's Vortex,"This pan-dimensional, omnicoloured geometric impossibility nauseates and enlightens you.",,3,71,2,0,0,0,,
Orange Arrow,,,0,7,4,0,0,1,,
Red Arrow,,,0,22,3,0,0,1,28,0
Pink Arrow,,,0,22,0,0,0,1,,
Purple Arrow,,,0,16,0,0,0,1,,
Blue Arrow,,,0,16,3,0,0,1,,
Green Arrow,,,0,10,3,0,0,1,0,1
Turmoil,"A state of great disturbance, confusion, or uncertainty.",,4,45,1,0,0,1,39,3
Distraction,Extreme agitation of the mind or emotions.,,3,48,2,0,0,1,39,2
Befuddlement,Confusion resulting from failure to understand.,,3,50,2,0,0,1,40,2
Discombobulation,A feeling of embarrassment that leaves you confused.,,3,19,2,0,0,1,40,3
Bewilderment,The condition of being confused or disoriented.,,4,80,1,0,0,1,40,1
Uncertainty,The state of being uncertain; doubt; hesitancy.,,2,66,3,0,1,1,,
Incomprehension,Inability or failure to comprehend; lack of understanding.,,2,60,3,0,0,1,38,3
Vexation,"The state of being annoyed, frustrated, or worried.",,2,5,3,0,0,1,38,2
Perplexity,Inability to deal with or understand something complicated or unaccountable.,,5,53,0,0,0,1,41,2
Mystification,A mental state characterized by a lack of clear and orderly thought and behaviour.,,4,36,1,0,0,1,41,3
Blue Whale,"No matter how bad you have it, his problems are probably bigger than yours.",,0,77,0,0,0,0,,
Hammerhead Goldfish,Your pet is the fiercest hunter ever to prowl a round glass bowl.,,0,55,0,0,0,0,,
Fighting Fish on Steroids,"Your pet is a menace to all worldly creatures, as long as they're smaller than an apple.",,0,41,4,0,0,1,30,4
Peacock,Its beauty is blinding.,,2,7,2,0,0,1,55,4
Night Vision Peacock,"Its beauty is blinding, even in the absence of light.",,3,67,3,0,0,0,,
Demon Peacock,Its beauty blinds you with brighter colours than you have ever seen.,,4,70,1,0,0,1,56,4
Worker Bee,Hard work brings sweet rewards.,,2,28,3,0,0,1,48,0
Blaster Worm,"He looks harmless, but once you let him in he causes havoc.",,4,47,0,0,0,1,14,3
Jar of Fireflies,You do not fear the darkness. ,,5,54,2,0,0,0,,
X-Ray Fish,Lately you've felt like you can see through everyone.,,0,12,2,0,0,1,47,3
Alligator in a Box,"Quick, put it back in!",,2,80,3,0,0,0,,
Triggerfish,Sometimes bright colours are there as a warning. Sometimes they are the best way to hide yourself.,,0,1,4,0,0,1,18,4
Pixel Cat,This pixel's edges are razor sharp!,,2,3,3,0,0,0,,
White Cat,"Meeting this cat's gaze, you feel like you will be extra lucky for the next few turns.",,0,88,3,0,0,0,,
Angry Cat,"You let out a piercing caterwaul, to let everyone know what you want.",,0,69,0,0,0,0,,
Pink Puffball Kitten,"It's so soft, small and helpless, it pushes every sympathetic button in your body.",,0,66,0,0,0,1,42,3
Elephant,This elephant will give you a ride if you can make it up on top of his back.,,2,49,3,0,0,0,,
Upper-Class Whale,He barely takes notice of such small folk as you.,,5,9,0,0,0,0,,
Annoying Bunny,What's cute and furry on the outside turns out to be a horrible pest.,,0,83,2,0,0,1,10,0
Tetris Demon,Little-known fact: Tetris is never a single player game. You are always playing against me.,,4,32,1,0,0,0,,
Sneaky Devil,He appears out of nowhere just to mess with you. Getting past him takes wits and skill.,,5,85,0,0,0,1,43,1
Pentavil,This five-pointed malefactor stares at you from a wall. His piercing gaze judges you harshly.,,5,46,0,0,0,1,44,0
Doomicorn,"With a playful whicker that sounds strangely malicious, it offers you a ride. Can you mount this spectral stallion?",,5,88,0,0,0,1,42,1
Clumsy Devil,This brute threatens you with awkwardly large horns. You think you might be able to slip by...,,4,84,2,0,0,1,45,1
Skinny Devil,This wispy fiend offers you passage at a price.,,3,83,1,0,0,1,46,1
Cloud Devil,The weather is today can only be described as malevolent.,,4,54,1,0,0,1,44,3
Devil Orb,"This orb flits in front of you, whispering that it can carry you places.",,2,45,3,0,0,1,43,2
Devil Moon,The night sky glows red. Your sleep is troubled.,,4,30,1,0,0,1,44,2
Devil Flies,The insects buzzing around tonight seem motivated by an uncommon malice.,,1,60,4,0,0,1,45,2
Stacks of Cash,They're just lying here.,,0,87,3,0,0,1,24,2
Stacks and Sacks of Cash,They are lying here in a suspiciously tidy pile.,,0,90,2,0,0,1,24,1
Stacks and Sacks of Cash and Gold,A pile of wealth is stacked here almost dangerously high.,,0,93,1,0,0,1,24,0
Stacks and Sacks of Cash and Gold and a Kitten,"A pile of wealth is stacked to the ceiling, and it's adorable!",,0,96,0,0,0,0,,
North of Nowhere,,,0,76,1,0,0,1,53,1
Forbidding Moon,,,0,94,4,0,0,1,34,4
Clouded Moon,,,0,82,4,0,0,1,32,4
Grey Landscape,,,0,94,0,0,0,1,33,4
Questionable Doorway,,,0,32,4,0,0,1,24,4
West of Nowhere,,,0,77,2,0,0,1,52,2
Middle of Nowhere,,,0,76,2,0,0,1,53,2
East of Nowhere,,,0,75,2,0,0,1,54,2
Window in a Dark Alley,,,0,,,0,0,1,25,4
South of Nowhere,,,0,76,3,0,0,1,53,3
Flat Cat,,,0,45,2,0,0,0,,
Classic Robber,,,0,40,0,0,0,0,,
Ballot Box,You briefly imagine that you have some control over events.,,3,32,2,0,0,1,,
Mystery Ointment,,,0,80,4,0,0,1,3,1
Really Cool Moon,,,0,85,2,0,0,0,,
Dice Rolls,,,0,,,0,0,1,32,0
Red Herring,,,0,83,0,0,0,0,,
Uncharted Island,,,0,82,2,0,0,0,,
Curling Iron,,,0,,,0,0,1,,
Blackened Heart,,,0,71,1,0,0,0,,
Da Bomb,,,0,34,4,0,0,0,,
App of Doom,,,0,45,0,0,0,1,56,2
XL Sushi,,,0,80,2,0,0,1,4,0
Coloured Static,,,0,,,0,0,1,23,2
Haunted Attic,,,0,59,1,0,0,1,35,2
Haunted Belfry,A breeze and sunshine are coming through the window. Your mind drifts away from your work.,,0,58,1,0,0,1,36,2
Haunted Living Room,,,0,59,2,0,0,1,35,3
Haunted Doorway,"A sickly red glow emanates from this entranceway, but you need to get out of the cold. A ghastly voice demands a gift of deeds.",,0,58,2,0,0,0,,
